epoch,values
1513269000.0,36.98
1513269900.0,8.28
1513270800.0,8.45
1513271700.0,8.81
1513272600.0,59.73
1513273500.0,9.08
1513274400.0,8.93
1513275300.0,30.63
1513276200.0,31.92
1513277100.0,16.33
1513278000.0,18.94
1513278900.0,8.91
1513279800.0,9.62
1513280700.0,9.08
1513281600.0,9.07
1513282500.0,8.3
1513283400.0,8.33
1513284300.0,8.88
1513285200.0,8.62
1513286100.0,8.59
1513287000.0,8.38
1513287900.0,9.02
1513288800.0,8.58
1513289700.0,8.41
1513290600.0,8.12
1513291500.0,8.52
1513292400.0,8.43
1513293300.0,8.1
1513294200.0,8.13
1513295100.0,8.6
1513296000.0,8.6
1513296900.0,8.49
1513297800.0,8.66
1513298700.0,8.02
1513299600.0,8.54
1513300500.0,8.57
1513301400.0,7.59
1513302300.0,9.51
1513303200.0,8.53
1513304100.0,8.75
1513305000.0,8.67
1513305900.0,8.47
1513306800.0,8.55
1513307700.0,8.63
1513308600.0,7.99
1513309500.0,8.68
1513310400.0,7.9
1513311300.0,7.73
1513312200.0,7.56
1513313100.0,8.66
1513314000.0,7.91
1513314900.0,8.0
1513315800.0,8.27
1513316700.0,9.06
1513317600.0,8.57
1513318500.0,8.51
1513319400.0,8.06
1513320300.0,8.37
1513321200.0,8.79
1513322100.0,8.57
1513323000.0,7.53
1513323900.0,8.65
1513324800.0,8.92
1513325700.0,8.3
1513326600.0,7.76
1513327500.0,8.26
1513328400.0,8.32
1513329300.0,8.38
1513330200.0,8.38
1513331100.0,8.51
1513332000.0,6.78
1513332900.0,7.67
1513333800.0,8.9
1513334700.0,8.39
1513335600.0,8.63
1513336500.0,8.39
1513337400.0,8.63
1513338300.0,8.36
1513339200.0,11.15
1513340100.0,66.34
1513341000.0,34.31
1513341900.0,8.92
1513342800.0,44.89
1513343700.0,46.52
1513344600.0,39.47
1513345500.0,13.84
1513346400.0,9.59
1513347300.0,10.92
1513348200.0,33.79
1513349100.0,28.62
1513350000.0,8.41
1513350900.0,27.17
1513351800.0,12.53
1513352700.0,16.35
1513353600.0,55.69
1513354500.0,47.32
1513355400.0,37.61
1513356300.0,49.18
1513357200.0,17.05
1513358100.0,22.79
1513359000.0,48.66
1513359900.0,29.77
1513360800.0,28.95
1513361700.0,55.44
1513362600.0,38.12
1513363500.0,28.77
1513364400.0,20.87
1513365300.0,16.97
1513366200.0,9.67
1513367100.0,9.28
1513368000.0,11.99
1513368900.0,8.14
1513369800.0,8.74
1513370700.0,8.31
1513371600.0,8.59
1513372500.0,8.15
1513373400.0,8.26
1513374300.0,7.97
1513375200.0,8.23
1513376100.0,8.44
1513377000.0,7.96
1513377900.0,7.89
1513378800.0,8.46
1513379700.0,8.49
1513380600.0,8.76
1513381500.0,9.1
1513382400.0,8.29
1513383300.0,8.57
1513384200.0,8.65
1513385100.0,8.38
1513386000.0,8.25
1513386900.0,8.83
1513387800.0,8.9
1513388700.0,7.98
1513389600.0,8.78
1513390500.0,8.77
1513391400.0,8.34
1513392300.0,8.64
1513393200.0,8.82
1513394100.0,8.64
1513395000.0,7.95
1513395900.0,8.38
1513396800.0,8.55
1513397700.0,8.84
1513398600.0,8.06
1513399500.0,7.74
1513400400.0,8.24
1513401300.0,8.03
1513402200.0,8.19
1513403100.0,8.62
1513404000.0,8.31
1513404900.0,8.54
1513405800.0,8.46
1513406700.0,8.37
1513407600.0,8.81
1513408500.0,8.86
1513409400.0,8.35
1513410300.0,10.89
1513411200.0,37.76
1513412100.0,32.07
1513413000.0,36.47
1513413900.0,28.79
1513414800.0,34.86
1513415700.0,37.65
1513416600.0,39.32
1513417500.0,20.32
1513418400.0,22.38
1513419300.0,29.38
1513420200.0,11.13
1513421100.0,31.25
1513422000.0,24.64
1513422900.0,29.29
1513423800.0,28.39
1513424700.0,36.53
1513425600.0,42.93
1513426500.0,20.66
1513427400.0,28.84
1513428300.0,28.51
1513429200.0,33.13
1513430100.0,21.36
1513431000.0,33.09
1513431900.0,37.33
1513432800.0,33.0
1513433700.0,32.04
1513434600.0,46.14
1513435500.0,21.22
1513436400.0,26.85
1513437300.0,39.33
1513438200.0,43.98
1513439100.0,40.6
